datetime,duration,duration_riding,distance,distance_total,speed,speed_avg,speed_avg_riding,speed_max,speed_limit,acceleration,voltage,current,current_phase,power,battery,temp,temp_motor,temp_batt,safety_margin,cpu_load,tilt,roll,fan,alert,alarm,gps_datetime,gps_duration,gps_duration_riding,gps_distance,gps_lat,gps_lon,gps_speed,gps_speed_avg,gps_speed_avg_riding,gps_speed_max,gps_alt,gps_bearing,gps_acc,hr,extra
2025-04-24T18:39:39.472+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.55,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,euc.distance=0
2025-04-24T18:39:40.743+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.56,0.82,,68,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,euc.distanceUser=2975.238
2025-04-24T18:39:41.225+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.57,0.81,,67,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,euc.distanceTotal=2975.296
2025-04-24T18:39:41.655+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.52,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,euc.firmware=2.2.11
2025-04-24T18:39:42.084+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.56,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,euc.make=Inmotion
2025-04-24T18:39:42.523+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.52,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,euc.model=V10F
2025-04-24T18:39:42.945+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.52,0.88,,73,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,euc.serial=14C02A5FAE86027D
2025-04-24T18:39:43.362+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.57,0.84,,69,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,euc.type=INMOTION
2025-04-24T18:39:43.788+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.56,0.83,,69,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,euc.btAddress=F8:33:31:DD:5C:32
2025-04-24T18:39:44.208+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.54,0.83,,69,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,euc.btName=V10F-AE86027D
2025-04-24T18:39:44.648+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.57,0.83,,69,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,euc.speedCorrection=0
2025-04-24T18:39:45.071+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.45,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,euc.distCorrection=0
2025-04-24T18:39:45.488+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.54,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.manufacturer=samsung
2025-04-24T18:39:45.908+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.50,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.brand=samsung
2025-04-24T18:39:46.330+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.55,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.device=r9q
2025-04-24T18:39:46.779+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.55,0.82,,68,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.display=UP1A.231005.007.G990BXXSCGYC9
2025-04-24T18:39:47.203+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.52,0.81,,67,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.id=UP1A.231005.007
2025-04-24T18:39:47.614+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.50,0.84,,69,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.model=SM-G990B
2025-04-24T18:39:48.071+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.32,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.product=r9qxeea
2025-04-24T18:39:48.483+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.50,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.sdk=34
2025-04-24T18:39:48.908+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.52,0.81,,67,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.instance=809b6ce8137bf2a2
2025-04-24T18:39:49.328+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.49,0.84,,69,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.appVersionName=2.52.3
2025-04-24T18:39:50.554+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.56,0.84,,69,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.appVersionCode=2020520003
2025-04-24T18:39:50.979+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.57,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.timeZone=Europe/Rome
2025-04-24T18:39:51.401+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.57,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.networkTimeSkew=-245
2025-04-24T18:39:51.825+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.59,0.84,,69,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.gpsTimeSkew=0
2025-04-24T18:39:52.234+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.57,0.84,,69,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,info.gpsTimeCorrection=0
2025-04-24T18:39:52.664+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.55,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,
2025-04-24T18:39:53.073+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.53,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,
2025-04-24T18:39:53.495+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.52,0.87,,72,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,
2025-04-24T18:39:53.921+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.58,0.82,,68,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,
2025-04-24T18:39:54.346+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.61,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,
2025-04-24T18:39:54.760+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.54,0.87,,72,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,
2025-04-24T18:39:55.180+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.50,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,
2025-04-24T18:39:55.631+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.56,0.79,,65,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,
2025-04-24T18:39:56.069+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.55,0.83,,69,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,
2025-04-24T18:39:56.497+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.57,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,
2025-04-24T18:39:56.911+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.48,0.85,,70,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,
2025-04-24T18:39:57.354+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.53,0.82,,68,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,
2025-04-24T18:39:57.774+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.49,0.79,,65,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,
2025-04-24T18:39:58.197+0200,0,0,0.000,2975.296,0.00,0.00,0.00,0.00,,,82.50,0.83,,68,100,23,,,,,-1.0,,,,0,,,,,,,,,,,,,,,
